"train/global_step","gpt2-large_aux-without_ln - _step","gpt2-large_aux-without_ln - _step__MIN","gpt2-large_aux-without_ln - _step__MAX","gpt2-large_aux-without_ln - main_loss","gpt2-large_aux-without_ln - main_loss__MIN","gpt2-large_aux-without_ln - main_loss__MAX"
"656","65335.857142857145","65327","65343","2.688701799937657","2.537174940109253","2.8271002769470215"
"657","65432.2","65424","65440","2.703063488006592","2.5852458477020264","2.8181614875793457"
"658","65528.9","65520","65537","2.693799948692322","2.4804680347442627","2.8518810272216797"
"659","65625.45454545454","65617","65632","2.647169980135831","2.51282000541687","2.775916337966919"
"660","65722.22222222222","65714","65731","2.6814960373772516","2.613173246383667","2.8019301891326904"
"661","65822.5","65817","65828","2.683027505874634","2.6303257942199707","2.80888032913208"
"662","65915","65908","65925","2.7053096944635566","2.5678045749664307","2.8494091033935547"
"663","66012.77777777778","66006","66022","2.686534139845106","2.5229597091674805","2.7968547344207764"
"664","66112","66103","66119","2.6887726306915285","2.62550687789917","2.756883144378662"
"665","66208.1","66199","66215","2.679985189437866","2.5485739707946777","2.749392509460449"
"666","66303.125","66297","66311","2.7018139958381653","2.6095876693725586","2.772106647491455"
"667","66401.08333333333","66393","66409","2.6968790094057717","2.5739073753356934","2.8011696338653564"
"668","66497.2","66490","66505","2.6949270963668823","2.5372352600097656","2.8809032440185547"
"669","66593","66588","66598","2.6913690865039825","2.5784666538238525","2.8221466541290283"
"670","66694.16666666667","66686","66699","2.672396977742513","2.6330392360687256","2.7402169704437256"
"671","66788.91666666667","66782","66796","2.7351685762405396","2.5688021183013916","2.896416425704956"
"672","66886.1","66879","66894","2.6924696922302247","2.543246269226074","2.7964255809783936"
"673","66981.66666666667","66975","66991","2.6672222349378796","2.6002328395843506","2.7779223918914795"
"674","67079.33333333333","67072","67088","2.6758995850880942","2.5508503913879395","2.756587028503418"
"675","67179.83333333333","67169","67186","2.7151776552200317","2.5806970596313477","2.839354991912842"
"676","67274.5","67267","67283","2.657195840563093","2.5093252658843994","2.7883992195129395"
"677","67372.25","67363","67380","2.692336161931356","2.554377794265747","2.8036999702453613"
"678","67469.15384615384","67460","67477","2.700278979081374","2.5780866146087646","2.7938265800476074"
"679","67565.36363636363","67558","67574","2.686605280095881","2.597259044647217","2.795097589492798"
"680","67661.64285714286","67654","67670","2.6935937064034596","2.5377485752105713","2.7728230953216553"
"681","67757.625","67751","67767","2.691218078136444","2.6034743785858154","2.750844717025757"
"682","67857.88888888889","67848","67865","2.6599095927344427","2.521132230758667","2.798600673675537"
"683","67952.33333333333","67945","67959","2.72796893119812","2.6203079223632812","2.831122636795044"
"684","68049.875","68043","68057","2.7051051557064056","2.636657238006592","2.8000504970550537"
"685","68148.8","68140","68156","2.7008227825164797","2.643632173538208","2.785327911376953"
"686","68242.4","68236","68248","2.7181405305862425","2.6110799312591553","2.865332841873169"
"687","68342.8","68333","68350","2.7267713069915773","2.6369552612304688","2.7785160541534424"
"688","68438.16666666667","68430","68447","2.693390190601349","2.588062286376953","2.816147804260254"
"689","68535.63636363637","68527","68544","2.686683004552668","2.5892555713653564","2.8107354640960693"
"690","68632.44444444444","68624","68639","2.6748782528771295","2.568453073501587","2.800379753112793"
"691","68731.4","68722","68738","2.703257608413696","2.596679925918579","2.800102710723877"
"692","68826.55555555556","68818","68835","2.6955116324954562","2.6173319816589355","2.8193349838256836"
"693","68924.3","68917","68931","2.6877318382263184","2.5819551944732666","2.7610650062561035"
"694","69019.85714285714","69016","69024","2.7060238974434987","2.592550754547119","2.781886100769043"
"695","69119.66666666667","69113","69126","2.695077551735772","2.598459243774414","2.816627264022827"
"696","69213.25","69206","69221","2.6589313745498657","2.516833782196045","2.743804693222046"
"697","69311","69303","69319","2.666839395250593","2.5537147521972656","2.759866952896118"
"698","69407.81818181818","69400","69415","2.683486916802146","2.5679779052734375","2.8691585063934326"
"699","69504.76923076923","69497","69514","2.6854283809661865","2.5509138107299805","2.8165817260742188"
"700","69645.6","69517","69858","2.7112177511741375","1.5924187898635864","5.39506721496582"
"701","69949.09090909091","69942","69957","2.6526385003870185","2.4745073318481445","2.814481019973755"
"702","70047.88888888889","70039","70054","2.6632961432139077","2.5915863513946533","2.7636373043060303"
"703","70145.33333333333","70139","70151","2.6458823680877686","2.5590226650238037","2.70566987991333"
"704","70241.33333333333","70233","70250","2.6826266712612576","2.570786714553833","2.799900770187378"
"705","70338.90909090909","70332","70347","2.703715216029774","2.62559175491333","2.7560880184173584"
"706","70436.90909090909","70427","70444","2.6904757022857666","2.6136958599090576","2.8580572605133057"
"707","70530.77777777778","70525","70537","2.6694642702738443","2.5857410430908203","2.747678279876709"
"708","70630.6","70621","70638","2.7147949934005737","2.6264047622680664","2.7538421154022217"
"709","70726.88888888889","70721","70734","2.6704246468014188","2.5914347171783447","2.773127555847168"
"710","70822.90909090909","70815","70831","2.6769077344374224","2.539855480194092","2.848294496536255"
"711","70918.81818181818","70912","70929","2.66344894062389","2.4952030181884766","2.8216214179992676"
"712","71016.44444444444","71009","71022","2.694693856769138","2.587251663208008","2.7837297916412354"
"713","71114.55555555556","71107","71121","2.7264321910010443","2.6869144439697266","2.7693686485290527"
"714","71212.2","71205","71219","2.6512009143829345","2.5881216526031494","2.745530605316162"
"715","71308.23076923077","71300","71317","2.6796104357792783","2.602437734603882","2.8214409351348877"
"716","71404.25","71397","71414","2.6687921285629272","2.5318310260772705","2.8759536743164062"
"717","71504.11111111111","71498","71509","2.688364770677355","2.5737318992614746","2.8178136348724365"
"718","71604","71596","71608","2.68760769707816","2.5934762954711914","2.7678422927856445"
"719","71696","71688","71705","2.686724841594696","2.5707926750183105","2.7599892616271973"
"720","71792.5","71786","71801","2.6761558771133425","2.5952486991882324","2.7990803718566895"
"721","71891","71884","71899","2.7034890386793347","2.5709216594696045","2.8441784381866455"
"722","71986.71428571429","71980","71996","2.6872974804469516","2.5752604007720947","2.8156583309173584"
"723","72082.9","72076","72091","2.6800866603851317","2.6038150787353516","2.774054765701294"
"724","72181.18181818182","72174","72189","2.686152631586248","2.6078386306762695","2.802553415298462"
"725","72279.33333333333","72273","72286","2.669242885377672","2.58298397064209","2.7891242504119873"
"726","72375.71428571429","72368","72383","2.6752425602504184","2.613593339920044","2.7706298828125"
"727","72474.44444444444","72465","72481","2.7039332389831543","2.5639290809631348","2.801492214202881"
"728","72568.55555555556","72561","72575","2.698747396469116","2.6114282608032227","2.7871053218841553"
"729","72667.44444444444","72658","72675","2.729262193044027","2.6180214881896973","2.8514859676361084"
"730","72764.16666666667","72755","72772","2.643752614657084","2.5676794052124023","2.7493815422058105"
"731","72860.3","72852","72867","2.6429271936416625","2.567514181137085","2.7258479595184326"
"732","72958.44444444444","72949","72966","2.698093149397108","2.617528200149536","2.812971830368042"
"733","73052.875","73046","73063","2.6705051958560944","2.5549662113189697","2.7863974571228027"
"734","73152.14285714286","73147","73159","2.7211640221732005","2.626368761062622","2.8237645626068115"
"735","73249.42857142857","73241","73257","2.6543406077793668","2.3900511264801025","2.856083631515503"
"736","73345.14285714286","73338","73353","2.696215663637434","2.5998473167419434","2.8132424354553223"
"737","73440.42857142857","73434","73450","2.689912796020508","2.6045525074005127","2.79593825340271"
"738","73539.4","73531","73547","2.7212141036987303","2.600243091583252","2.8219778537750244"
"739","73637.5","73631","73645","2.6683397769927977","2.513486623764038","2.7985451221466064"
"740","73735.18181818182","73728","73742","2.6596398787064985","2.4562456607818604","2.7702338695526123"
"741","73831.18181818182","73822","73839","2.7270615100860596","2.609204053878784","2.900143623352051"
"742","73928.57142857143","73921","73934","2.6849660192217146","2.5105137825012207","2.7799270153045654"
"743","74024.33333333333","74017","74033","2.6840625206629434","2.625859022140503","2.781371593475342"
"744","74120.55555555556","74113","74130","2.6855999893612332","2.5352954864501953","2.798262119293213"
"745","74217.76923076923","74210","74225","2.673568982344407","2.524818181991577","2.798710823059082"
"746","74315.92857142857","74309","74324","2.7007760320390974","2.59061598777771","2.7998383045196533"
"747","74413.375","74406","74419","2.7017883956432343","2.6103949546813965","2.9308531284332275"
"748","74510.90909090909","74501","74518","2.670460831035267","2.518806219100952","2.7922236919403076"
"749","74605.41666666667","74598","74615","2.692204733689626","2.5707523822784424","2.7947702407836914"
"750","74702.42857142857","74695","74712","2.6471842357090543","2.4529457092285156","2.765843391418457"
"751","74800","74793","74808","2.6931540727615357","2.585439682006836","2.8233892917633057"
"752","74897","74890","74904","2.701298952102661","2.603489637374878","2.7816760540008545"
"753","74991.77777777778","74986","75003","2.651415136125353","2.592769145965576","2.7113726139068604"
"754","75092.1","75083","75100","2.670016074180603","2.4743857383728027","2.7652111053466797"
"755","75187.33333333333","75180","75196","2.681721422407362","2.544989585876465","2.7433223724365234"
"756","75286.75","75279","75294","2.6940313577651978","2.5866942405700684","2.8284010887145996"
"757","75382.72727272728","75375","75390","2.705182292244651","2.5804507732391357","2.765596866607666"
"758","75481.85714285714","75473","75488","2.7104243550981795","2.6285858154296875","2.7609071731567383"
"759","75574.44444444444","75569","75582","2.705608155992296","2.545675039291382","2.8577146530151367"
"760","75675.55555555556","75669","75682","2.675562063852946","2.5502021312713623","2.7932050228118896"
"761","75768.11111111111","75762","75775","2.6696938143836126","2.562706708908081","2.7510976791381836"
"762","75869.28571428571","75861","75875","2.734574862888881","2.6100027561187744","2.859609842300415"
"763","75964.25","75957","75971","2.66632279753685","2.595757246017456","2.7024831771850586"
"764","76063.45454545454","76056","76070","2.6969734972173516","2.5989902019500732","2.8074111938476562"
"765","76158.66666666667","76151","76165","2.7320164574517145","2.6630308628082275","2.8021655082702637"
"766","76252.25","76247","76261","2.685903489589691","2.63761043548584","2.7720649242401123"
"767","76352.77777777778","76344","76359","2.7050223615434437","2.6076927185058594","2.8223702907562256"
"768","76450","76442","76458","2.6628976345062254","2.49837064743042","2.747100591659546"
"769","76546.83333333333","76541","76555","2.6162601312001548","2.526884078979492","2.6927599906921387"
"770","76642.91666666667","76635","76650","2.654556175072988","2.48165225982666","2.808885335922241"
"771","76742.25","76734","76749","2.6326051553090415","2.514676094055176","2.7286624908447266"
"772","76838","76830","76845","2.726044314248221","2.661986827850342","2.8755648136138916"
"773","76935","76927","76942","2.7247433960437775","2.6108036041259766","2.7917959690093994"
"774","77031.81818181818","77023","77040","2.707485307346691","2.5168447494506836","2.802969217300415"
"775","77128.71428571429","77122","77135","2.744605370930263","2.623504161834717","2.8259787559509277"
"776","77225.875","77217","77234","2.683487117290497","2.5808217525482178","2.7439897060394287"
"777","77322","77315","77331","2.6504266977310182","2.612187623977661","2.7350852489471436"
"778","77418.71428571429","77411","77424","2.6759311131068637","2.626383066177368","2.755662441253662"
"779","77516.83333333333","77508","77525","2.696898182233175","2.5642781257629395","2.801161766052246"
"780","77614.44444444444","77605","77620","2.6770789093441434","2.5814194679260254","2.7651214599609375"
"781","77711.41666666667","77702","77719","2.695616881052653","2.6148898601531982","2.737157106399536"
"782","77807.18181818182","77799","77816","2.6670885302803735","2.5086939334869385","2.7601122856140137"
"783","77903.55555555556","77896","77913","2.6952816115485296","2.5422637462615967","2.780475616455078"
"784","78000.18181818182","77993","78008","2.7010065859014336","2.578535556793213","2.778538465499878"
"785","78098.6","78090","78107","2.7111243724823","2.6416070461273193","2.8099915981292725"
"786","78194.66666666667","78187","78204","2.655835509300232","2.574432611465454","2.8069705963134766"
"787","78293.4","78286","78300","2.672729229927063","2.5669431686401367","2.7449302673339844"
"788","78388.875","78382","78396","2.7375490963459015","2.5444507598876953","2.824570417404175"
"789","78484.77777777778","78478","78494","2.6810273594326444","2.5535013675689697","2.7750046253204346"
"790","78580.57142857143","78575","78586","2.6744494438171387","2.585059404373169","2.7422540187835693"
"791","78679.69230769231","78672","78688","2.7357977903806248","2.5790605545043945","2.818056106567383"
"792","78777.36363636363","78769","78786","2.7039518139579077","2.571963310241699","2.8057498931884766"
"793","78875.125","78866","78882","2.677297204732895","2.6241979598999023","2.715745687484741"
"794","78971.08333333333","78964","78979","2.7007136742273965","2.615863084793091","2.806363344192505"
"795","79070.125","79062","79077","2.7054907083511353","2.6099185943603516","2.818579912185669"
"796","79163.4","79157","79173","2.6781352519989015","2.6134586334228516","2.7410318851470947"
"797","79264.8","79256","79270","2.7251542091369627","2.5729215145111084","2.8257036209106445"
"798","79359.8","79351","79368","2.660840463638306","2.535998582839966","2.8500537872314453"
"799","79457.2","79449","79465","2.714076519012451","2.5934815406799316","2.8378798961639404"
"800","79604.95172413794","79467","79813","2.635086119586024","1.6205419301986694","4.841044902801514"
"801","79901.66666666667","79893","79910","2.661968191464742","2.577258825302124","2.7531347274780273"
"802","79999.22222222222","79990","80007","2.6886343955993652","2.565953493118286","2.849353313446045"
"803","80096.77777777778","80087","80103","2.67297985818651","2.5327465534210205","2.8329107761383057"
"804","80191.5","80184","80199","2.7140065133571625","2.5828652381896973","2.870076894760132"
"805","80290.18181818182","80281","80296","2.6643812439658423","2.526160955429077","2.7811238765716553"
"806","80386.46153846153","80378","80395","2.7004512640146108","2.556743621826172","2.788740396499634"
"807","80485.5","80475","80492","2.681783139705658","2.5806233882904053","2.7480907440185547"
"808","80582.25","80576","80588","2.731883466243744","2.635341167449951","2.8213629722595215"
"809","80676.85714285714","80670","80685","2.6571829659598216","2.486907958984375","2.709998369216919"
"810","80776.09090909091","80766","80783","2.647527738050981","2.530639410018921","2.738528251647949"
"811","80871","80863","80880","2.6613851388295493","2.5848450660705566","2.7383201122283936"
"812","80970.5","80963","80977","2.7270268201828003","2.6419851779937744","2.836862802505493"
"813","81065.21428571429","81058","81074","2.664003542491368","2.5278615951538086","2.8053464889526367"
"814","81161.25","81154","81168","2.7019331753253937","2.6225714683532715","2.8309242725372314"
"815","81260.14285714286","81255","81267","2.6848484448024204","2.6078765392303467","2.74459171295166"
"816","81355.55555555556","81348","81362","2.722291602028741","2.6172502040863037","2.811345100402832"
"817","81452.6","81445","81459","2.6785266160964967","2.558056116104126","2.8716509342193604"
"818","81550.5","81542","81559","2.6898235281308494","2.5803439617156982","2.7607131004333496"
"819","81647.08333333333","81639","81655","2.6207977533340454","2.539173126220703","2.696232318878174"
"820","81743.5","81736","81752","2.67438742518425","2.6016757488250732","2.7098371982574463"
"821","81840.66666666667","81833","81849","2.6741604010264077","2.5924813747406006","2.7600467205047607"
"822","81936.71428571429","81931","81946","2.725583553314209","2.6478230953216553","2.8465025424957275"
"823","82036.25","82028","82042","2.7143946488698325","2.5806851387023926","2.7886617183685303"
"824","82133.125","82127","82140","2.705037146806717","2.523367166519165","2.8094663619995117"
"825","82228.7","82222","82238","2.631781220436096","2.55643367767334","2.7033441066741943"
"826","82326.63636363637","82318","82335","2.6766524098136206","2.589141845703125","2.761597156524658"
"827","82421.75","82415","82430","2.6902751525243125","2.57609486579895","2.8274052143096924"
"828","82520.28571428571","82512","82529","2.6757430859974454","2.574904441833496","2.7697761058807373"
"829","82618.72727272728","82610","82626","2.6937917362559927","2.5840165615081787","2.8062081336975098"
"830","82713.91666666667","82706","82723","2.6872819860776267","2.4164679050445557","2.840308666229248"
"831","82811.125","82805","82819","2.7157250344753265","2.6188838481903076","2.8041462898254395"
"832","82908.58333333333","82900","82917","2.694366971651713","2.563526153564453","2.790057897567749"
"833","83004.42857142857","82998","83011","2.7003966740199496","2.605863094329834","2.85105299949646"
"834","83102.91666666667","83094","83111","2.6938477158546448","2.5901570320129395","2.8207952976226807"
"835","83200.91666666667","83195","83208","2.6795320908228555","2.6134719848632812","2.8157966136932373"
"836","83296.22222222222","83288","83305","2.6732648743523493","2.596548318862915","2.767078161239624"
"837","83392.625","83387","83401","2.6923786401748657","2.6446781158447266","2.789924383163452"
"838","83489.81818181818","83482","83499","2.671642606908625","2.601168632507324","2.7438573837280273"
"839","83588.90909090909","83579","83595","2.676336266777732","2.540102005004883","2.7823729515075684"
"840","83686","83677","83691","2.700508157412211","2.5744216442108154","2.7916605472564697"
"841","83782.11111111111","83774","83790","2.6966928905910916","2.5997302532196045","2.76298451423645"
"842","83879.07142857143","83871","83887","2.696617075375148","2.5845794677734375","2.818418025970459"
"843","83975.18181818182","83967","83983","2.6613557772202925","2.5735113620758057","2.7613160610198975"
"844","84072.55555555556","84065","84081","2.7037094169192843","2.664717197418213","2.797839641571045"
"845","84170.22222222222","84161","84178","2.6845758226182728","2.5922114849090576","2.790966033935547"
"846","84267.55555555556","84258","84275","2.7004691229926214","2.5506844520568848","2.7958080768585205"
"847","84363.77777777778","84357","84372","2.6666559643215604","2.5760648250579834","2.7493855953216553"
"848","84459.42857142857","84452","84468","2.676762785230364","2.6295790672302246","2.7522354125976562"
"849","84555.125","84549","84563","2.6884182393550873","2.6136314868927","2.8014237880706787"
"850","84653.125","84646","84660","2.680902600288391","2.642768144607544","2.7452619075775146"
"851","84749.125","84743","84756","2.6888442039489746","2.5717597007751465","2.7898619174957275"
"852","84846.77777777778","84840","84856","2.632643540700277","2.53385329246521","2.719996213912964"
"853","84946.61538461539","84938","84954","2.6790165717785177","2.539466381072998","2.7461631298065186"
"854","85038.5","85034","85046","2.697694092988968","2.6255197525024414","2.7854766845703125"
"855","85139.46153846153","85131","85148","2.7066464240734396","2.540238857269287","2.8208494186401367"
"856","85238.33333333333","85230","85245","2.6624355051252575","2.595329999923706","2.774223804473877"
"857","85331.85714285714","85328","85335","2.6591796875","2.5499260425567627","2.7138330936431885"
"858","85430.53846153847","85423","85439","2.6850601526407094","2.5904393196105957","2.797330856323242"
"859","85526.11111111111","85519","85535","2.701156589719984","2.509920358657837","2.801997423171997"
"860","85623.4","85616","85632","2.6797252893447876","2.593083620071411","2.7450032234191895"
"861","85723.25","85713","85730","2.7046945889790854","2.5894863605499268","2.806039571762085"
"862","85818.7","85812","85827","2.6746113538742065","2.607635259628296","2.766955614089966"
"863","85916.83333333333","85908","85924","2.6621076663335166","2.5934410095214844","2.7398087978363037"
"864","86014.1","86007","86020","2.6694929599761963","2.556286334991455","2.8244271278381348"
"865","86106.7","86101","86115","2.6586918592453004","2.525047779083252","2.8164315223693848"
"866","86204.54545454546","86198","86212","2.6913459951227363","2.614375352859497","2.814879894256592"
"867","86303.25","86296","86312","2.6744734942913055","2.604992389678955","2.748074531555176"
"868","86400.63636363637","86392","86409","2.69754299250516","2.5562522411346436","2.819722890853882"
"869","86498.09090909091","86489","86505","2.6715526580810547","2.5709035396575928","2.840712308883667"
"870","86594","86586","86601","2.6811855137348175","2.534933567047119","2.8301353454589844"
"871","86691.08333333333","86683","86700","2.6790133913358054","2.51532244682312","2.7935914993286133"
"872","86790.6","86783","86797","2.6773863315582274","2.5349209308624268","2.7601332664489746"
"873","86884.11111111111","86877","86893","2.7075451480017767","2.6436665058135986","2.811924934387207"
"874","86981.42857142857","86976","86990","2.691204922539847","2.5172476768493652","2.781508684158325"
"875","87079.27272727272","87071","87087","2.6779822652990166","2.5729048252105713","2.745393753051758"
"876","87174.75","87168","87185","2.7130236327648163","2.577080249786377","2.773432493209839"
"877","87273.15384615384","87265","87282","2.7079786153940053","2.5612378120422363","2.871415615081787"
"878","87370.6","87363","87378","2.667136240005493","2.5437111854553223","2.790433406829834"
"879","87468.54545454546","87459","87476","2.6625062985853716","2.5055060386657715","2.820829391479492"
"880","87565","87556","87573","2.6788538561926947","2.5745203495025635","2.7962074279785156"
"881","87661.75","87654","87670","2.681144913037618","2.5704457759857178","2.75036883354187"
"882","87757.3","87750","87767","2.665616035461426","2.551226854324341","2.763681650161743"
"883","87854.2","87847","87863","2.689110589027405","2.568375587463379","2.7914822101593018"
"884","87953","87946","87959","2.717923641204834","2.6419625282287598","2.813095808029175"
"885","88050.11111111111","88041","88058","2.62791641553243","2.454124927520752","2.786412477493286"
"886","88145.8","88138","88155","2.6832027196884156","2.5862643718719482","2.8105409145355225"
"887","88242.46153846153","88235","88251","2.7111663268162656","2.571288824081421","2.8896939754486084"
"888","88340.38461538461","88332","88347","2.691616388467642","2.476966381072998","2.876342296600342"
"889","88437.5","88430","88446","2.6703429023424783","2.460150957107544","2.764800786972046"
"890","88535.9","88528","88543","2.7033401012420653","2.5350987911224365","2.854097366333008"
"891","88630.55555555556","88623","88640","2.6645101971096463","2.58546781539917","2.7263059616088867"
"892","88729.55555555556","88720","88737","2.689148743947347","2.592444658279419","2.8052737712860107"
"893","88824","88817","88832","2.6961572885513307","2.5647525787353516","2.8095366954803467"
"894","88921.1","88914","88930","2.6927340030670166","2.606140613555908","2.7528584003448486"
"895","89019","89011","89027","2.6822000543276467","2.5116543769836426","2.778804302215576"
"896","89116.66666666667","89108","89124","2.6640665001339383","2.538770914077759","2.747143030166626"
"897","89215.33333333333","89206","89221","2.688457383049859","2.5265631675720215","2.7957582473754883"
"898","89310.57142857143","89304","89318","2.6650075231279646","2.5399773120880127","2.8057026863098145"
"899","89407.28571428571","89400","89415","2.689394167491368","2.5986616611480713","2.763350248336792"
"900","89547.67153284671","89418","89764","2.70764008925779","1.5114285945892334","6.277899742126465"
"901","89852.71428571429","89845","89860","2.692598717553275","2.568484306335449","2.7672030925750732"
"902","89951.41666666667","89944","89958","2.673539618651072","2.4955828189849854","2.7680623531341553"
"903","90047.6","90038","90055","2.6649340391159058","2.5419533252716064","2.8324012756347656"
"904","90143.1","90136","90152","2.664063549041748","2.5796704292297363","2.75886607170105"
"905","90241.38461538461","90233","90249","2.6633486380943885","2.5161805152893066","2.771087408065796"
"906","90337.66666666667","90329","90346","2.660196522871653","2.5359976291656494","2.798988103866577"
"907","90435","90426","90440","2.766059637069702","2.7472829818725586","2.796452522277832"
"908","90527","90523","90533","2.665710965792338","2.6016039848327637","2.740626573562622"
