"train/global_step","gpt2-xl_aux-without_ln - _step","gpt2-xl_aux-without_ln - _step__MIN","gpt2-xl_aux-without_ln - _step__MAX","gpt2-xl_aux-without_ln - main_loss","gpt2-xl_aux-without_ln - main_loss__MIN","gpt2-xl_aux-without_ln - main_loss__MAX"
"666","93975.66666666667","93967","93987","2.572573939959208","2.5280981063842773","2.6748156547546387"
"667","94106.2","94099","94118","2.557879638671875","2.4543685913085938","2.6074604988098145"
"668","94240.71428571429","94230","94253","2.525455985750471","2.363067626953125","2.7611327171325684"
"669","94362.6","94358","94370","2.5784421443939207","2.514650344848633","2.687371253967285"
"670","94498.66666666667","94488","94513","2.562345306078593","2.465244770050049","2.6824684143066406"
"671","94636.75","94624","94645","2.605053961277008","2.4427711963653564","2.7661662101745605"
"672","94756.25","94753","94759","2.498634457588196","2.3595902919769287","2.6304337978363037"
"673","94885.6","94881","94896","2.483286905288696","2.34979248046875","2.6035358905792236"
"674","95028","95020","95033","2.5462581515312195","2.4328269958496094","2.6028850078582764"
"675","95159.33333333333","95149","95170","2.6215290228525796","2.4711105823516846","2.715134382247925"
"676","95289.5","95281","95301","2.498358209927877","2.3744757175445557","2.627779483795166"
"677","95421.5","95412","95431","2.5543051958084106","2.4664626121520996","2.6421477794647217"
"678","95551","95541","95563","2.5418928265571594","2.482924222946167","2.6146020889282227"
"679","95683","95674","95692","2.578706169128418","2.417689323425293","2.750916004180908"
"680","95810","95800","95818","2.575966199239095","2.4713783264160156","2.672046422958374"
"681","95945.2","95931","95956","2.5548646211624146","2.3156814575195312","2.7289187908172607"
"682","96074","96064","96088","2.5396859645843506","2.4312822818756104","2.610325336456299"
"683","96208.25","96197","96219","2.562267780303955","2.459998607635498","2.705615282058716"
"684","96336.4","96324","96348","2.5226490020751955","2.417658805847168","2.6415364742279053"
"685","96468","96456","96476","2.598471260070801","2.542884349822998","2.665560722351074"
"686","96597","96588","96612","2.560827891031901","2.3869752883911133","2.660872220993042"
"687","96732","96720","96744","2.5941511690616608","2.399139881134033","2.685204267501831"
"688","96862.44444444444","96850","96876","2.5033053821987576","2.397104501724243","2.6319758892059326"
"689","96994","96990","96998","2.5444401502609253","2.511399984359741","2.5774803161621094"
"690","97123.83333333333","97112","97133","2.5766900777816772","2.458677053451538","2.706550121307373"
"691","97257","97251","97261","2.5776895682017007","2.5255887508392334","2.6515536308288574"
"692","97384.5","97374","97400","2.5489535331726074","2.4565978050231934","2.621907949447632"
"693","97514.85714285714","97505","97524","2.6255606583186557","2.5223841667175293","2.7364611625671387"
"694","97650.33333333333","97639","97662","2.5737304952409534","2.38196063041687","2.638655662536621"
"695","97780.125","97768","97794","2.5272742211818695","2.4063408374786377","2.658559560775757"
"696","97909.4","97898","97923","2.5524057865142824","2.3800220489501953","2.6250455379486084"
"697","98042.85714285714","98033","98056","2.552248954772949","2.4158143997192383","2.639528274536133"
"698","98173","98162","98188","2.5437839031219482","2.3892056941986084","2.6178438663482666"
"699","98306.5","98295","98318","2.581174284219742","2.489595890045166","2.7340188026428223"
"700","98867.34893617021","98323","99527","2.520766552965692","1.3833403587341309","3.4258079528808594"
"701","99639.5","99639","99640","2.627713918685913","2.595844268798828","2.659583568572998"
"702","99779.4","99768","99792","2.5418083906173705","2.346907377243042","2.6742091178894043"
"703","99911.75","99905","99919","2.5320240259170532","2.5052006244659424","2.5949974060058594"
"704","100042","100042","100042","2.6281731128692627","2.6281731128692627","2.6281731128692627"
"705","100173.4","100161","100186","2.5364304542541505","2.4808058738708496","2.5992066860198975"
"706","100302.5","100290","100317","2.525921026865641","2.48354172706604","2.5624918937683105"
"707","100433.28571428571","100422","100446","2.5590005942753384","2.4715380668640137","2.698795795440674"
"708","100568.5","100556","100578","2.5540204644203186","2.471466302871704","2.6357574462890625"
"709","100694.88888888889","100684","100709","2.5382202201419406","2.39849591255188","2.630741834640503"
"710","100829.125","100816","100842","2.507355183362961","2.4020161628723145","2.6730005741119385"
"711","100962.14285714286","100947","100970","2.540577071053641","2.4247732162475586","2.6207284927368164"
"712","101090.33333333333","101088","101092","2.5241748491923013","2.448455333709717","2.617568016052246"
"713","101226","101210","101235","2.563684622446696","2.497812032699585","2.6020772457122803"
"714","101344.66666666667","101339","101349","2.5847896734873452","2.562954902648926","2.60158634185791"
"715","101488.4","101484","101494","2.6156161308288572","2.5329630374908447","2.6915764808654785"
"716","101618.33333333333","101610","101628","2.577890316645304","2.562685966491699","2.5885777473449707"
"717","101746","101740","101750","2.508082628250122","2.318739414215088","2.6907389163970947"
"718","101877.6","101868","101888","2.5589344024658205","2.463313102722168","2.646571397781372"
"719","102008.2","101997","102021","2.5818413734436034","2.4037256240844727","2.7420101165771484"
"720","102142.55555555556","102132","102152","2.5718849500020347","2.405683755874634","2.698338270187378"
"721","102272.2","102260","102280","2.585050630569458","2.4725182056427","2.656521797180176"
"722","102403.25","102401","102407","2.4741204977035522","2.402566909790039","2.5611042976379395"
"723","102530","102522","102536","2.5570995211601257","2.427767276763916","2.641918897628784"
"724","102663.875","102654","102673","2.5235853493213654","2.4436888694763184","2.6830523014068604"
"725","102796.28571428571","102783","102807","2.5779944487980435","2.383756399154663","2.7487428188323975"
"726","102923.25","102920","102928","2.611760377883911","2.5685667991638184","2.6450631618499756"
"727","103054","103048","103066","2.5159180760383606","2.416088342666626","2.5973856449127197"
"728","103191.16666666667","103177","103202","2.5815409819285073","2.4867074489593506","2.670138120651245"
"729","103321.2","103315","103330","2.5808032512664796","2.5064876079559326","2.676933765411377"
"730","103449.71428571429","103438","103463","2.5319649832589284","2.476379156112671","2.637850522994995"
"731","103583","103569","103594","2.5345992147922516","2.3747854232788086","2.696120500564575"
"732","103711.8","103703","103719","2.59529824256897","2.42582631111145","2.7197468280792236"
"733","103839.4","103832","103854","2.5866111755371093","2.54355788230896","2.6335701942443848"
"734","103976.16666666667","103971","103985","2.5638616482416787","2.3312489986419678","2.6787197589874268"
"735","104106.875","104098","104116","2.602221131324768","2.5557777881622314","2.6856939792633057"
"736","104234.33333333333","104224","104249","2.6048452854156494","2.4586143493652344","2.750030040740967"
"737","104368.85714285714","104358","104380","2.597625936780657","2.4572811126708984","2.68754506111145"
"738","104500.4","104490","104511","2.5241347312927247","2.413325548171997","2.644996166229248"
"739","104621.57142857143","104617","104630","2.5539688042231967","2.4416301250457764","2.6454527378082275"
"740","104759.2","104751","104768","2.598154401779175","2.4379897117614746","2.687943458557129"
"741","104890","104885","104902","2.6691718697547913","2.456508159637451","2.8013479709625244"
"742","105026","105011","105037","2.5856232908036976","2.4450364112854004","2.7454373836517334"
"743","105149.83333333333","105142","105162","2.5175275405248008","2.3708555698394775","2.5655927658081055"
"744","105288.33333333333","105278","105298","2.542598009109497","2.459465980529785","2.6247646808624268"
"745","105421","105421","105421","2.5107808113098145","2.5107808113098145","2.5107808113098145"
"746","105544.33333333333","105536","105556","2.5566713015238443","2.4539928436279297","2.6384408473968506"
"747","105676.4","105666","105684","2.5613316535949706","2.495421886444092","2.6610021591186523"
"748","105810","105802","105819","2.620112180709839","2.551302671432495","2.744147777557373"
"749","105942.5","105931","105953","2.6457518339157104","2.548727035522461","2.859065294265747"
"750","106075.83333333333","106065","106085","2.5214049418767295","2.3740274906158447","2.6665987968444824"
"751","106203.83333333333","106193","106212","2.5444759925206504","2.3957974910736084","2.702455759048462"
"752","106336","106325","106346","2.589983277850681","2.4151244163513184","2.737542152404785"
"753","106466","106456","106477","2.5439307349068776","2.4645071029663086","2.6505677700042725"
"754","106598","106594","106602","2.5378295183181763","2.4834280014038086","2.592231035232544"
"755","106724.66666666667","106715","106737","2.5589184761047363","2.4521868228912354","2.640085458755493"
"756","106853.66666666667","106845","106861","2.5869807402292886","2.4271183013916016","2.7752063274383545"
"757","106982.33333333333","106976","106996","2.6063299576441445","2.529304265975952","2.700547456741333"
"758","107121.5","107112","107129","2.615124821662903","2.6031315326690674","2.633974313735962"
"759","107250.5","107242","107256","2.6311228275299072","2.557377576828003","2.790604829788208"
"760","107373","107371","107375","2.6172845363616943","2.6078429222106934","2.6267261505126953"
"761","107509.66666666667","107499","107518","2.5360392729441323","2.492216110229492","2.594247579574585"
"762","107650","107643","107655","2.5562179684638977","2.4369497299194336","2.685060977935791"
"763","107774.1","107765","107785","2.558252453804016","2.412919282913208","2.7382678985595703"
"764","107909.5","107906","107913","2.599877715110779","2.5707335472106934","2.6290218830108643"
"765","108038.2","108025","108049","2.602436590194702","2.5081565380096436","2.703425645828247"
"766","108166","108160","108173","2.616219997406006","2.5420267581939697","2.6761536598205566"
"767","108295.77777777778","108287","108310","2.576288726594713","2.409437417984009","2.727550506591797"
"768","108431.55555555556","108420","108443","2.5804470115237765","2.502549409866333","2.6858034133911133"
"769","108558.16666666667","108549","108572","2.537625789642334","2.3984901905059814","2.6564619541168213"
"770","108683","108678","108691","2.6046788692474365","2.425513744354248","2.7013092041015625"
"771","108821.25","108814","108828","2.5150874257087708","2.4322152137756348","2.62583327293396"
"772","108950","108942","108961","2.6294997930526733","2.51633882522583","2.80680775642395"
"773","109084.25","109073","109094","2.5647674202919006","2.5062191486358643","2.659578800201416"
"774","109215.625","109203","109229","2.609484612941742","2.5288264751434326","2.7500357627868652"
"775","109344.90909090909","109334","109358","2.579708142714067","2.506357192993164","2.6636550426483154"
"776","109482","109467","109491","2.549489200115204","2.525020122528076","2.6023635864257812"
"777","109605.5","109599","109616","2.5706359148025513","2.5307726860046387","2.6453590393066406"
"778","109738.625","109729","109753","2.508827030658722","2.3959195613861084","2.7695515155792236"
"779","109868","109860","109878","2.577943285306295","2.434208631515503","2.747281789779663"
"780","109993.8","109989","110000","2.547652578353882","2.361374855041504","2.735924243927002"
"781","110132.81818181818","110120","110146","2.554081916809082","2.444089651107788","2.675131320953369"
"782","110264.5","110254","110275","2.5599005222320557","2.520989418029785","2.598811626434326"
"783","110391","110381","110408","2.567261219024658","2.458477020263672","2.629803419113159"
"784","110526.22222222222","110514","110537","2.530141009224786","2.4115474224090576","2.692293882369995"
"785","110656.1","110643","110666","2.5929795503616333","2.465579032897949","2.749783515930176"
"786","110788","110776","110801","2.5542317390441895","2.437645196914673","2.6474649906158447"
"787","110915","110906","110928","2.574664890766144","2.4768223762512207","2.7712512016296387"
"788","111051.66666666667","111039","111060","2.6686476866404214","2.572714328765869","2.84161639213562"
"789","111179.875","111168","111192","2.5467755794525146","2.4363319873809814","2.708188533782959"
"790","111312","111302","111321","2.601928608758109","2.4036736488342285","2.7578883171081543"
"791","111434.66666666667","111433","111437","2.59039839108785","2.512478828430176","2.7059504985809326"
"792","111575.83333333333","111567","111586","2.552665670712789","2.4788436889648438","2.6314637660980225"
"793","111706.4","111691","111718","2.5190497398376466","2.2845990657806396","2.743191957473755"
"794","111832.36363636363","111822","111844","2.5603773160414263","2.4569194316864014","2.684056043624878"
"795","111970","111962","111976","2.5591865948268344","2.4669618606567383","2.674837827682495"
"796","112098.71428571429","112087","112110","2.568572929927281","2.4657981395721436","2.6441304683685303"
"797","112228.75","112220","112241","2.574780762195587","2.338263750076294","2.6836681365966797"
"798","112361","112353","112370","2.505886024898953","2.4257709980010986","2.5580947399139404"
"799","112495.25","112486","112502","2.585891544818878","2.4661364555358887","2.6867377758026123"
"800","113050.12970711297","112507","113715","2.5364968317821934","1.588930368423462","3.5439655780792236"
"801","113831.875","113819","113843","2.5408055782318115","2.397566318511963","2.625516176223755"
"802","113962","113952","113973","2.5986756324768066","2.517927408218384","2.6933751106262207"
"803","114095.2","114086","114106","2.5531239032745363","2.4577527046203613","2.679664134979248"
"804","114229.33333333333","114218","114235","2.581402540206909","2.5043976306915283","2.6650145053863525"
"805","114353.85714285714","114344","114362","2.5848517758505687","2.4784317016601562","2.6867763996124268"
"806","114485.875","114476","114497","2.583510100841522","2.452016830444336","2.6476802825927734"
"807","114623.125","114612","114632","2.5471337735652924","2.460587501525879","2.6468005180358887"
"808","114739","114739","114739","2.3758387565612793","2.3758387565612793","2.3758387565612793"
"809","114882.75","114867","114894","2.5516990423202515","2.49291729927063","2.6075711250305176"
"810","115010","114998","115019","2.472441017627716","2.3873350620269775","2.5518219470977783"
"811","115139.69230769231","115129","115152","2.5618964708768406","2.437560796737671","2.666821241378784"
"812","115269.5","115260","115278","2.5780293544133506","2.509791851043701","2.6788558959960938"
"813","115403","115392","115416","2.5348638594150543","2.441793918609619","2.6563708782196045"
"814","115537.88888888889","115530","115546","2.530686855316162","2.4236648082733154","2.670231819152832"
"815","115665.75","115659","115675","2.542584717273712","2.3444507122039795","2.643876075744629"
"816","115795.875","115785","115810","2.6420555412769318","2.5121893882751465","2.774585247039795"
"817","115932.33333333333","115925","115940","2.5790148178736367","2.450002431869507","2.6953911781311035"
"818","116057","116049","116069","2.5502713521321616","2.493995189666748","2.622406005859375"
"819","116189.28571428571","116180","116204","2.5105011803763255","2.4039523601531982","2.6366474628448486"
"820","116310.33333333333","116308","116312","2.539278984069824","2.503190755844116","2.5860843658447266"
"821","116451.6","116439","116466","2.4959457397460936","2.436782121658325","2.648484230041504"
"822","116582.5","116573","116593","2.568103939294815","2.3837530612945557","2.6405930519104004"
"823","116715.4","116704","116724","2.568078136444092","2.3402819633483887","2.6950135231018066"
"824","116842.83333333333","116833","116855","2.6169453461964927","2.4979019165039062","2.7015838623046875"
"825","116979.33333333333","116972","116986","2.473771890004476","2.4316611289978027","2.5187394618988037"
"826","117107","117096","117121","2.5561671555042267","2.3843846321105957","2.6828691959381104"
"827","117233.66666666667","117225","117240","2.460892597834269","2.357365608215332","2.5539894104003906"
"828","117368.66666666667","117360","117376","2.624909241994222","2.559499740600586","2.713459014892578"
"829","117505.28571428571","117496","117512","2.5743190220424106","2.485170602798462","2.641768455505371"
"830","117628.2","117622","117643","2.5035308361053468","2.4185991287231445","2.5763463973999023"
"831","117766.33333333333","117757","117776","2.524847149848938","2.455629825592041","2.592437267303467"
"832","117894.57142857143","117881","117905","2.567220313208444","2.479858636856079","2.6411266326904297"
"833","118029.6","118018","118035","2.5401071548461913","2.4510974884033203","2.672670364379883"
"834","118154.09090909091","118143","118169","2.554207303307273","2.3686742782592773","2.690333843231201"
"835","118287.75","118278","118297","2.4944835901260376","2.3829381465911865","2.567056179046631"
"836","118419.16666666667","118404","118430","2.565034508705139","2.4073939323425293","2.708949327468872"
"837","118549.33333333333","118540","118555","2.5935760339101157","2.536275625228882","2.6741161346435547"
"838","118681.71428571429","118667","118692","2.5324632780892506","2.3983113765716553","2.73009991645813"
"839","118808","118799","118823","2.5245779752731323","2.3784947395324707","2.632537364959717"
"840","118941","118928","118953","2.5742672085762024","2.4586586952209473","2.7334303855895996"
"841","119076.8","119067","119085","2.5245490074157715","2.367830514907837","2.6128222942352295"
"842","119204.16666666667","119191","119214","2.5657787720362344","2.4872562885284424","2.6743125915527344"
"843","119339.5","119333","119346","2.5859886407852173","2.538339853286743","2.6336374282836914"
"844","119464.88888888889","119453","119478","2.561625321706136","2.4604194164276123","2.742116689682007"
"845","119593.33333333333","119584","119608","2.5801756381988525","2.4515154361724854","2.7324793338775635"
"846","119726.14285714286","119714","119736","2.615015608923776","2.454193353652954","2.6975972652435303"
"847","119854","119853","119855","2.397343873977661","2.352442979812622","2.4488930702209473"
"848","119989.8","119980","119999","2.5157661914825438","2.4496054649353027","2.602947473526001"
"849","120120.85714285714","120112","120132","2.518001079559326","2.472750186920166","2.5778040885925293"
"850","120249.25","120239","120260","2.565327674150467","2.4576618671417236","2.665904998779297"
"851","120382.5","120370","120392","2.5326719284057617","2.398270606994629","2.655150890350342"
"852","120511.4","120505","120518","2.496537446975708","2.289193630218506","2.6207971572875977"
"853","120649.16666666667","120641","120655","2.560099800427755","2.4918406009674072","2.70320725440979"
"854","120778.2","120771","120787","2.535286617279053","2.4383788108825684","2.665374994277954"
"855","120912","120898","120920","2.56498054095677","2.346205234527588","2.670713424682617"
"856","121038.66666666667","121031","121048","2.512291749318441","2.433983564376831","2.569507122039795"
"857","121171.6","121162","121181","2.5661373138427734","2.4061944484710693","2.6799795627593994"
"858","121308.5","121303","121312","2.6272835731506348","2.5671005249023438","2.6861045360565186"
"859","121433.6","121424","121442","2.548007774353027","2.4266834259033203","2.644016981124878"
"860","121560.6","121553","121573","2.5519859790802","2.5032777786254883","2.581289291381836"
"861","121694.25","121683","121706","2.568564921617508","2.3765206336975098","2.6688010692596436"
"862","121824.6","121810","121833","2.5535566329956056","2.4929239749908447","2.590388774871826"
"863","121958.83333333333","121950","121967","2.5398534138997397","2.422173261642456","2.6415555477142334"
"864","122081.42857142857","122072","122096","2.531646047319685","2.3454699516296387","2.73334002494812"
"865","122213.875","122203","122224","2.484535723924637","2.204514503479004","2.6636698246002197"
"866","122347.5","122335","122360","2.5517611503601074","2.4711055755615234","2.5829415321350098"
"867","122476.66666666667","122465","122492","2.535294771194458","2.4115238189697266","2.687918186187744"
"868","122606.66666666667","122597","122616","2.61903711160024","2.397980213165283","2.7459466457366943"
"869","122742.2","122735","122752","2.525228500366211","2.474670171737671","2.5658252239227295"
"870","122868.66666666667","122858","122882","2.515871246655782","2.433074951171875","2.5559537410736084"
"871","123000.18181818182","122989","123014","2.5625862425023858","2.3791608810424805","2.7297866344451904"
"872","123130.71428571429","123120","123141","2.5959928716932024","2.548468828201294","2.6694560050964355"
"873","123267.6","123253","123278","2.581963300704956","2.4640581607818604","2.667804479598999"
"874","123391","123384","123401","2.5935625076293944","2.494046449661255","2.690051317214966"
"875","123528.625","123513","123539","2.5302821695804596","2.3425168991088867","2.668349027633667"
"876","123658","123644","123670","2.5415174620492116","2.39239239692688","2.7170422077178955"
"877","123785","123779","123791","2.5817214250564575","2.53141188621521","2.632030963897705"
"878","123914.5","123913","123916","2.5842775106430054","2.5088703632354736","2.659684658050537"
"879","124048.2","124038","124055","2.535398817062378","2.3787033557891846","2.5901994705200195"
"880","124185.33333333333","124173","124195","2.514974355697632","2.481964349746704","2.5409305095672607"
"881","124312.4","124302","124326","2.587457060813904","2.4504635334014893","2.69362473487854"
"882","124442.25","124436","124453","2.514802575111389","2.4248201847076416","2.595160722732544"
"883","124578.75","124576","124583","2.564434587955475","2.509606122970581","2.6605539321899414"
"884","124706","124706","124706","2.3246982097625732","2.3246982097625732","2.3246982097625732"
"885","124836.2","124823","124848","2.579147744178772","2.482032537460327","2.6752467155456543"
"886","124969.75","124965","124976","2.706432819366455","2.5655405521392822","3.0115649700164795"
"887","125097.66666666667","125091","125103","2.55011248588562","2.5182955265045166","2.574101686477661"
"888","125228.5","125218","125237","2.597391883532206","2.4238839149475098","2.8352367877960205"
"889","125359.83333333333","125347","125372","2.550179441769918","2.25811505317688","2.679492473602295"
"890","125493.5","125482","125505","2.5796536922454836","2.484812021255493","2.759005546569824"
"891","125616.25","125609","125624","2.527956783771515","2.3342459201812744","2.631026029586792"
"892","125750.42857142857","125740","125763","2.541048288345337","2.4220564365386963","2.7478320598602295"
"893","125885","125877","125898","2.539682229359945","2.4438588619232178","2.709346055984497"
"894","126018.75","126003","126029","2.5518574118614197","2.472079277038574","2.710850477218628"
"895","126148.5","126136","126158","2.4864538609981537","2.2770869731903076","2.5906190872192383"
"896","126280.83333333333","126269","126289","2.564938505490621","2.4228732585906982","2.638698101043701"
"897","126408.66666666667","126397","126419","2.542712847391764","2.4172897338867188","2.6230690479278564"
"898","126541.625","126531","126552","2.4941100478172302","2.319516658782959","2.7144877910614014"
"899","126666.83333333333","126658","126682","2.5749401648839316","2.516535520553589","2.6134324073791504"
"900","127243.14406779662","126696","127894","2.5046235535104397","1.415330410003662","3.27988338470459"
"901","128011.16666666667","127999","128026","2.6132106383641562","2.479917287826538","2.7490394115448"
"902","128142","128132","128155","2.5767849683761597","2.473140001296997","2.6961143016815186"
"903","128278.88888888889","128270","128286","2.6095186604393854","2.4914934635162354","2.7324490547180176"
"904","128399.5","128395","128406","2.569910705089569","2.469897508621216","2.6981143951416016"
"905","128543.8","128541","128549","2.5359253883361816","2.484975576400757","2.5841190814971924"
"906","128668.875","128656","128679","2.541108787059784","2.4459290504455566","2.6447558403015137"
"907","128798.25","128785","128810","2.5788641273975372","2.4767825603485107","2.6265928745269775"
"908","128931.8","128926","128940","2.5477404594421387","2.4298040866851807","2.6245808601379395"
"909","129065.85714285714","129060","129073","2.513627665383475","2.4115500450134277","2.619715690612793"
"910","129192.4","129186","129199","2.5742254734039305","2.451594352722168","2.7012977600097656"
"911","129326.42857142857","129312","129336","2.5721102442060197","2.4142632484436035","2.711977481842041"
"912","129454.33333333333","129444","129464","2.4859770139058432","2.452526807785034","2.529283046722412"
"913","129583","129572","129590","2.5401620864868164","2.391860008239746","2.623027801513672"
"914","129715.71428571429","129703","129728","2.5328241075788225","2.376451253890991","2.6986310482025146"
"915","129846.4","129837","129858","2.5064478874206544","2.3729844093322754","2.5719962120056152"
"916","129988","129985","129991","2.5574236512184143","2.5466468334198","2.5728228092193604"
"917","130108.75","130102","130116","2.617868185043335","2.501926898956299","2.8281054496765137"
"918","130243.5","130239","130248","2.5981603860855103","2.5446219444274902","2.6516988277435303"
"919","130366.75","130357","130377","2.4796773195266724","2.3895974159240723","2.6706595420837402"
"920","130499","130488","130513","2.559422167864713","2.3860695362091064","2.746051788330078"
"921","130628.14285714286","130620","130639","2.491572141647339","2.252500295639038","2.7266979217529297"
"922","130760.33333333333","130752","130771","2.62359889348348","2.578436851501465","2.662525177001953"
"923","130893.81818181818","130881","130902","2.566975398497148","2.4385452270507812","2.7510950565338135"
"924","131025.5","131013","131037","2.5769852797190347","2.4140615463256836","2.6860954761505127"
"925","131156.55555555556","131147","131169","2.5974102285173206","2.478482484817505","2.674268960952759"
"926","131283.2","131274","131300","2.467756986618042","2.438920497894287","2.4997236728668213"
"927","131420.16666666666","131411","131428","2.612696329752604","2.513684034347534","2.7125091552734375"
"928","131549.16666666666","131544","131563","2.5956544081370034","2.484890937805176","2.729398250579834"
"929","131682","131671","131694","2.475255012512207","2.409954071044922","2.5882062911987305"
"930","131806.4","131798","131817","2.573630142211914","2.4790868759155273","2.6500229835510254"
"931","131936.83333333334","131929","131945","2.6119531790415444","2.473360538482666","2.7134175300598145"
"932","132081.5","132068","132087","2.534894108772278","2.472560167312622","2.5844576358795166"
"933","132203.83333333334","132193","132218","2.5191085735956826","2.452399969100952","2.6162495613098145"
"934","132336.4","132329","132347","2.5508719444274903","2.412672281265259","2.6560757160186768"
"935","132466.6","132453","132477","2.6254920959472656","2.5020320415496826","2.831871747970581"
"936","132595.42857142858","132584","132609","2.5731115341186523","2.4903838634490967","2.67536997795105"
"937","132728.2","132716","132740","2.565817451477051","2.4761927127838135","2.66738224029541"
"938","132862.75","132850","132872","2.5560712218284607","2.4246418476104736","2.7003562450408936"
"939","132989.75","132978","132999","2.5706802010536194","2.481734037399292","2.696485996246338"
"940","133120.16666666666","133109","133128","2.545438210169474","2.4136242866516113","2.628565549850464"
"941","133259.66666666666","133248","133266","2.5095767974853516","2.4686522483825684","2.560520648956299"
"942","133380.9","133370","133390","2.5467953443527223","2.430973768234253","2.6530895233154297"
"943","133517.33333333334","133504","133527","2.487093369166056","2.459613084793091","2.515009641647339"
"944","133645.8","133639","133651","2.56266450881958","2.4250376224517822","2.6618716716766357"
"945","133772.2","133763","133789","2.558607292175293","2.3151726722717285","2.6874547004699707"
"946","133908.11111111112","133898","133920","2.608494202295939","2.444960832595825","2.764403820037842"
"947","134042.66666666666","134035","134051","2.5260382493336997","2.364537239074707","2.6549289226531982"
"948","134174.1","134156","134183","2.5127374172210692","2.3218488693237305","2.691567897796631"
"949","134301.625","134294","134310","2.6253373324871063","2.5355489253997803","2.7068233489990234"
"950","134432.66666666666","134420","134445","2.515372157096863","2.439206123352051","2.649493455886841"
"951","134562.83333333334","134550","134576","2.5028887192408242","2.429490566253662","2.6107981204986572"
"952","134695.33333333334","134681","134706","2.5862352583143444","2.4782586097717285","2.6988041400909424"
"953","134824.33333333334","134815","134838","2.6037413279215493","2.4578654766082764","2.7951741218566895"
"954","134959","134959","134959","2.3747992515563965","2.3747992515563965","2.3747992515563965"
"955","135090.5","135090","135091","2.6307551860809326","2.587040901184082","2.674469470977783"
"956","135222.16666666666","135211","135231","2.5786519845326743","2.4865334033966064","2.61686110496521"
"957","135346.75","135335","135361","2.4803918600082397","2.3975741863250732","2.543217897415161"
"958","135485","135481","135489","2.387384533882141","2.3748579025268555","2.3999111652374268"
"959","135605.77777777778","135597","135623","2.5579155021243625","2.3907411098480225","2.6469082832336426"
"960","135743","135734","135751","2.4537079334259033","2.296625852584839","2.604078531265259"
"961","135868.55555555556","135860","135883","2.452287938859728","2.2925355434417725","2.553112745285034"
"962","136006.66666666666","135996","136017","2.5914946794509888","2.5427167415618896","2.664905309677124"
"963","136133.75","136121","136143","2.608889400959015","2.4819939136505127","2.76489520072937"
"964","136267","136258","136277","2.584193229675293","2.5057716369628906","2.739020347595215"
"965","136401.25","136391","136410","2.5628206729888916","2.4934210777282715","2.6530416011810303"
"966","136527.8","136515","136539","2.557660436630249","2.4662981033325195","2.6062076091766357"
"967","136662","136653","136672","2.531184434890747","2.432421922683716","2.6223018169403076"
"968","136794.2","136783","136803","2.5572225570678713","2.2987799644470215","2.7313575744628906"
"969","136920.88888888888","136909","136933","2.52805839644538","2.3569655418395996","2.650350332260132"
"970","137055","137043","137064","2.5423709392547607","2.4674253463745117","2.651733160018921"
"971","137179.125","137170","137189","2.565169870853424","2.3953733444213867","2.7136662006378174"
"972","137315.6","137300","137327","2.507897472381592","2.4440486431121826","2.570124387741089"
"973","137439.5","137431","137453","2.5284557938575745","2.481760025024414","2.6332836151123047"
"974","137575.25","137562","137583","2.5714112520217896","2.490633249282837","2.674952983856201"
"975","137703.85714285713","137693","137718","2.5358186789921353","2.411475896835327","2.6499521732330322"
"976","137834.42857142858","137824","137842","2.5227632181985036","2.3772637844085693","2.6315667629241943"
"977","137962.75","137956","137972","2.58332496881485","2.518143653869629","2.7031655311584473"
"978","138096","138086","138112","2.6243555148442588","2.5676612854003906","2.682669162750244"
"979","138238.66666666666","138229","138244","2.5457825660705566","2.3468198776245117","2.6619808673858643"
"980","138366.25","138359","138373","2.5331133604049683","2.4178624153137207","2.6000490188598633"
"981","138496","138480","138506","2.5551272869110107","2.4648029804229736","2.6258327960968018"
"982","138626.25","138611","138637","2.4884137511253357","2.3431804180145264","2.614206075668335"
"983","138758.8","138752","138766","2.5466475009918215","2.483482837677002","2.64898943901062"
"984","138889.66666666666","138883","138895","2.5549195607503257","2.4744255542755127","2.6545286178588867"
"985","139013.75","139004","139028","2.5328529477119446","2.494338035583496","2.5985989570617676"
"986","139150.33333333334","139136","139160","2.5439875655704074","2.4232115745544434","2.6770622730255127"
"987","139274.81818181818","139265","139289","2.6049074909903784","2.4891929626464844","2.7666642665863037"
"988","139409.83333333334","139400","139419","2.5590535004933677","2.4560706615448","2.6472694873809814"
"989","139540","139527","139552","2.4925160646438598","2.418027639389038","2.5863962173461914"
"990","139667.6","139658","139684","2.588830804824829","2.480653762817383","2.6385631561279297"
"991","139804.57142857142","139795","139814","2.512617690222604","2.28519868850708","2.6287031173706055"
"992","139933.5","139924","139946","2.560456931591034","2.509359121322632","2.6079390048980713"
"993","140064.88888888888","140052","140077","2.5669970247480602","2.4121785163879395","2.697164535522461"
"994","140193","140182","140206","2.5611062049865723","2.448098659515381","2.709916353225708"
"995","140326.85714285713","140314","140337","2.5630556515284946","2.383669137954712","2.7142069339752197"
"996","140458.8","140447","140465","2.594577693939209","2.519770383834839","2.6434905529022217"
"997","140589.625","140580","140601","2.5379046499729156","2.419978141784668","2.7276971340179443"
"998","140717.88888888888","140708","140732","2.5583050515916614","2.4725089073181152","2.6900877952575684"
"999","140846.2","140839","140856","2.559225845336914","2.5081357955932617","2.639708995819092"
